customer_id,products_purchased,complains,money_spent
1001914,1,1,825
1002167,5,2,1579
1002387,5,2,4301
1002419,12,1,693
1000660,3,2,812
1001913,4,0,1140
1002166,8,0,518
1002388,5,2,1154
1002410,8,3,4517
1000660,4,2,4427
1001913,12,1,2219
1002164,9,3,1611
1002380,1,1,2161
1002411,1,1,3698
1000661,12,3,735
1001915,8,0,3469
1002165,6,3,1273
1002387,8,0,4625
1002411,7,1,1627
1000661,5,0,4623
1001914,2,1,2735
1002167,1,3,2010
1002387,8,0,4944
1002419,3,0,2454
1000660,9,3,1023
1001913,6,2,1699
1002166,7,2,3425
1002388,7,3,3752
1002410,2,0,4551
1000660,9,0,2390
1001913,5,3,4351
1002164,9,2,4079
1002380,6,0,4920
1002411,3,1,2047
1000661,9,1,2816
1001915,11,3,1528
1002165,8,1,1928
1002387,6,0,997
1002411,6,1,3118
1000661,11,0,1793
1001914,1,0,2539
1002167,9,0,4505
1002387,11,0,2145
1002419,6,2,1995
1000660,7,1,705
1001913,1,1,2340
1002166,4,2,816
1002388,9,2,3855
1002410,12,0,1394
1000660,2,0,4986
1001913,11,2,2067
1002164,3,1,3816
1002380,9,0,3887
1002411,6,3,646
1000661,6,1,3431
1001915,5,2,1490
1002165,4,1,2080
1002387,7,0,2575
1002411,4,0,4098
1000661,8,2,1923
1001914,5,0,4510
1002167,3,3,3295
1002387,1,2,4636
1002419,11,1,1837
1000660,7,0,1714
1001913,10,2,3694
1002166,2,3,4831
1002388,1,3,4650
1002410,5,2,2814
1000660,3,3,3857
1001913,6,2,3657
1002164,10,3,1555
1002380,9,3,1374
1002411,1,3,1349
1000661,9,3,4252
1001915,4,3,2003
1002165,6,1,1190
1002387,12,2,856
1002411,12,2,1705
1000661,11,2,4141
1001914,9,3,4079
1002167,1,1,4970
1002387,2,1,2029
1002419,9,3,1195
1000660,5,3,3869
1001913,3,0,992
1002166,1,0,3443
1002388,5,0,513
1002410,6,2,2259
1000660,5,2,987
1001913,8,2,3123
1002164,8,1,1594
1002380,2,1,1214
1002411,3,0,2038
1000661,2,0,2043
1001915,2,1,4327
1002165,11,1,1338
1002387,4,0,4098
1002411,11,1,2921
1000661,9,2,1358
1001914,8,2,4171
1002167,1,3,3495
1002387,12,0,4824
1002419,6,3,4873
1000660,2,3,4542
1001913,11,1,4607
1002166,11,0,4686
1002388,10,1,4009
1002410,4,2,2189
1000660,7,0,1216
1001913,8,2,858
1002164,5,1,1370
1002380,8,3,4818
1002411,9,3,4050
1000661,6,3,3313
1001915,12,3,3651
1002165,10,1,4917
1002387,7,2,728
1002411,9,2,2942
1000661,7,0,2198
1001914,6,2,585
1002167,7,3,4971
1002387,3,0,772
1002419,7,0,3063
1000660,2,3,3224
1001913,11,2,1510
1002166,3,1,1334
1002388,1,0,2352
1002410,2,1,4453
1000660,3,2,2817
1001913,3,2,2170
1002164,2,2,3372
1002380,8,1,1209
1002411,2,1,763
1000661,1,2,1001
1001915,11,0,1393
1002165,8,3,2963
1002387,10,0,4144
1002411,7,0,1125
1000661,2,1,1261
1001914,8,1,2771
1002167,1,2,627
1002387,1,2,3941
1002419,6,1,4012
1000660,11,2,3702
1001913,3,3,1642
1002166,7,3,4981
1002388,4,0,1501
1002410,6,2,1846
1000660,2,3,1441
1001913,6,2,769
1002164,10,2,2415
1002380,8,0,2703
1002411,5,0,3752
1000661,4,2,3996
1001915,9,3,2460
1002165,6,2,1849
1002387,12,2,2929
1002411,2,1,2087
1000661,4,0,1777
1001914,4,2,3118
1002167,6,3,4886
1002387,3,1,2662
1002419,5,2,1203
1000660,10,2,1674
1001913,9,3,2928
1002166,3,3,2360
1002388,5,0,2222
1002410,3,3,2436
1000660,4,0,1638
1001913,4,1,3451
1002164,2,3,890
1002380,3,0,2885
1002411,9,1,4770
1000661,6,2,2233
1001915,7,1,3875
1002165,2,1,1869
1002387,9,1,3681
1002411,8,3,2931
1000661,2,1,4759
1001914,2,2,696
1002167,8,1,3847
1002387,10,3,4756
1002419,7,1,3980
1000660,7,3,4757
1001913,6,2,1715
1002166,7,2,3341
1002388,1,2,776
1002410,9,0,1136
1000660,10,0,3232
1001913,1,0,3858
1002164,1,1,4157
1002380,12,2,1264
1002411,8,0,3409
1000661,3,2,2754
1001915,9,2,1597
1002165,8,1,2876
1002387,9,2,1402
1002411,6,0,4469
1000661,3,0,1398
1001914,8,3,2942
1002167,9,2,4527
1002387,3,3,4849
1002419,7,0,3223
1000660,1,1,932
1001913,11,1,759
1002166,8,2,1064
1002388,11,0,2552
1002410,1,2,1888
1000660,10,2,631
1001913,1,1,4397
1002164,4,1,2626
1002380,8,1,3983
1002411,11,1,1494
1000661,11,3,4944
1001915,9,2,996
1002165,5,2,1503
1002387,9,2,3227
1002411,4,2,4712
1000661,12,1,3311
1001914,11,0,1856
1002167,6,0,1004
1002387,5,0,4184
1002419,5,2,4609
1000660,4,2,2175
1001913,12,2,666
1002166,3,0,4639
1002388,11,3,3138
1002410,3,1,916
1000660,9,1,3763
1001913,11,1,2687
1002164,10,2,2557
1002380,10,2,3047
1002411,12,3,2802
1000661,2,3,4237
1001915,12,2,4991
1002165,2,0,538
1002387,5,0,591
1002411,8,2,687
1000661,11,3,4742
1001914,1,1,1939
1002167,4,0,4850
1002387,5,3,1945
1002419,2,3,1530
1000660,5,1,2491
1001913,3,0,1027
1002166,10,2,3608
1002388,9,1,2541
1002410,10,1,3052
1000660,1,1,2435
1001913,9,2,4716
1002164,7,0,3775
1002380,3,1,3304
1002411,7,3,3689
1000661,6,1,3892
1001915,9,3,4956
1002165,5,0,3762
1002387,9,0,3722
1002411,10,1,4495
1000661,10,0,3737
1001914,11,1,1485
1002167,5,2,3930
1002387,8,1,2281
1002419,4,3,1428
1000660,10,3,1548
1001913,12,3,1854
1002166,3,1,2259
1002388,9,1,1889
1002410,3,2,4532
1000660,9,2,990
1001913,8,1,3040
1002164,4,1,3656
1002380,4,2,3360
1002411,10,3,3302
1000661,12,1,1819
1001915,5,3,3429
1002165,11,2,671
1002387,6,0,3047
1002411,6,3,3241
1000661,1,2,3240
1001914,12,2,2470
1002167,6,3,4337
1002387,7,0,2876
1002419,6,1,773
1000660,7,3,2083
1001913,5,1,4220
1002166,7,0,4572
1002388,9,3,3585
1002410,4,0,4562
1000660,3,3,1884
1001913,7,1,2900
1002164,11,3,4674
1002380,12,2,4089
1002411,8,2,4520
1000661,4,2,1801
1001915,7,1,1545
1002165,7,3,745
1002387,8,1,4325
1002411,7,3,1044
1000661,11,0,553
1001914,2,2,1292
1002167,9,2,2241
1002387,1,0,2313
1002419,10,1,1342
1000660,4,1,2025
1001913,11,1,1695
1002166,7,2,4118
1002388,10,2,566
1002410,6,1,3439
1000660,5,0,2213
1001913,4,2,3487
1002164,6,1,3806
1002380,8,0,3255
1002411,6,3,795
1000661,4,2,1351
1001915,11,3,537
1002165,10,0,2830
1002387,3,1,2350
1002411,10,3,3335
1000661,8,2,1264
1001914,1,2,2037
1002167,2,1,3713
1002387,8,1,1717
1002419,8,1,3076
1000660,2,2,4304
1001913,11,3,640
1002166,11,1,1635
1002388,2,3,2347
1002410,12,2,1438
1000660,10,1,4403
1001913,12,1,3823
1002164,6,0,4864
1002380,1,1,3222
1002411,5,2,1467
1000661,11,2,1290
1001915,12,1,652
1002165,12,0,3229
1002387,2,1,1243
1002411,9,0,3010
1000661,9,1,763
1001914,6,2,699
1002167,5,3,2946
1002387,11,2,3145
1002419,2,1,3771
1000660,3,2,4780
1001913,11,1,4779
1002166,9,1,1109
1002388,5,3,4149
1002410,1,3,1137
1000660,9,2,2430
1001913,5,0,1147
1002164,5,3,1262
1002380,5,3,2034
1002411,5,2,2624
1000661,11,1,576
1001915,1,0,2906
1002165,8,2,2446
1002387,5,1,1916
1002411,4,1,3534
1000661,12,3,1196
1001914,9,0,3853
1002167,8,0,4325
1002387,4,2,770
1002419,8,1,2890
1000660,2,1,3283
1001913,8,1,4224
1002166,2,2,4915
1002388,2,2,4035
1002410,4,1,4044
1000660,9,0,3466
1001913,7,1,3322
1002164,6,2,2732
1002380,3,1,1525
1002411,12,1,3467
1000661,11,2,2302
1001915,9,0,913
1002165,3,3,1032
1002387,12,2,3258
1002411,5,0,3841
1000661,10,1,2780
1001914,4,2,3569
1002167,7,0,825
1002387,3,3,1260
1002419,5,0,770
1000660,7,2,4023
1001913,5,0,4782
1002166,9,3,2754
1002388,6,3,3526
1002410,2,2,1544
1000660,10,0,1460
1001913,11,3,4870
1002164,8,0,3064
1002380,11,3,3201
1002411,10,1,3488
1000661,12,0,3912
1001915,6,1,1253
1002165,5,2,2877
1002387,5,3,2566
1002411,7,2,1495
1000661,8,0,824
1001914,10,2,2587
1002167,5,0,842
1002387,1,0,3348
1002419,3,1,3108
1000660,1,0,4111
1001913,7,2,4435
1002166,2,0,3685
1002388,2,1,3246
1002410,2,0,3765
1000660,11,2,509
1001913,4,1,4571
1002164,8,1,3446
1002380,4,2,1225
1002411,8,0,2100
1000661,7,1,3300
1001915,1,3,4141
1002165,4,2,1632
1002387,5,1,2481
1002411,10,1,2426
1000661,7,1,3999
1001914,6,0,2083
1002167,11,0,2999
1002387,11,3,3133
1002419,5,2,3529
1000660,2,0,3358
1001913,2,3,1662
1002166,10,2,3634
1002388,1,0,2910
1002410,2,2,4072
1000660,4,2,927
1001913,12,1,4522
1002164,3,3,4125
1002380,6,2,1854
1002411,5,1,3808
1000661,3,3,2852
1001915,9,3,4341
1002165,4,0,2099
1002387,9,0,1248
1002411,9,0,3331
1000661,10,0,2719
1001914,1,0,1038
1002167,11,2,3975
1002387,4,1,1350
1002419,4,3,1279
1000660,4,2,1856
1001913,7,0,1973
1002166,10,2,1755
1002388,11,3,2493
1002410,10,3,1215
1000660,9,3,3700
1001913,2,3,4341
1002164,12,2,4380
1002380,12,1,3136
1002411,4,1,1954
1000661,1,0,2896
1001915,11,0,2483
1002165,2,0,1305
1002387,1,0,1598
1002411,4,0,1234
1000661,7,1,3297
1001914,2,3,2340
1002167,11,1,4766
1002387,9,2,1954
1002419,8,0,4323
1000660,9,0,4286
1001913,7,2,4730
1002166,4,0,613
1002388,10,0,579
1002410,9,0,1036
1000660,9,1,2789
1001913,7,2,3773
1002164,7,1,3529
1002380,9,2,1552
1002411,6,2,4201
1000661,9,3,4377
1001915,10,0,1775
1002165,3,2,2503
1002387,12,3,1067
1002411,1,3,4868
1000661,7,1,3986
1001914,3,1,2699
1002167,11,3,872
1002387,8,1,1833
1002419,4,0,3640
1000660,7,0,3226
1001913,5,0,759
1002166,3,0,819
1002388,4,1,2350
1002410,10,2,2523
1000660,10,1,4030
1001913,7,3,4835
1002164,1,1,3884
1002380,8,3,3917
1002411,7,3,4801
1000661,8,3,4938
1001915,6,0,2417
1002165,12,1,4309
1002387,4,0,4774
1002411,2,1,3067
1000661,6,2,3447
1001914,9,2,4825
1002167,12,0,556
1002387,2,2,848
1002419,8,0,3455
1000660,7,3,2615
1001913,5,2,4059
1002166,9,2,3659
1002388,11,3,2074
1002410,1,3,1566
1000660,5,0,1314
1001913,3,3,2704
1002164,1,3,2801
1002380,1,1,4454
1002411,9,3,1285
1000661,8,0,2054
1001915,9,2,4105
1002165,6,1,4320
1002387,9,3,3924
1002411,4,1,2171
1000661,6,1,2248
1001914,11,1,3609
1002167,6,1,2785
1002387,9,0,4218
1002419,5,3,4725
1000660,1,0,4176
1001913,10,0,1069
1002166,8,1,3347
1002388,5,2,4524
1002410,1,2,2200
1000660,1,2,2429
1001913,4,2,4069
1002164,8,1,985
1002380,2,0,3625
1002411,11,3,2545
1000661,2,3,2410
1001915,9,0,4859
1002165,5,2,1679
1002387,2,1,1333
1002411,12,1,3937
1000661,5,2,766
1001914,4,1,3450
1002167,6,1,3407
1002387,3,0,2709
1002419,8,0,2759
1000660,11,0,4183
1001913,1,1,3921
1002166,8,3,4765
1002388,12,3,641
1002410,9,1,1154
1000660,2,1,2637
1001913,5,1,3094
1002164,8,1,3907
1002380,7,2,1149
1002411,1,2,2819
1000661,1,3,2531
1001915,10,0,3841
1002165,7,3,1246
1002387,12,0,3686
1002411,1,2,4871
1000661,10,3,4567
1001914,1,3,2450
1002167,5,1,4232
1002387,12,1,903
1002419,8,0,2909
1000660,7,2,3891
1001913,4,2,3715
1002166,2,0,4284
1002388,2,2,1516
1002410,11,3,4961
1000660,10,2,1804
1001913,7,0,3721
1002164,3,0,2739
1002380,6,1,3182
1002411,3,2,1106
1000661,11,3,1459
1001915,1,0,2502
1002165,2,3,4120
1002387,1,1,4219
1002411,3,3,4296
1000661,11,2,4837
1001914,2,3,3756
1002167,12,1,1805
1002387,8,1,3906
1002419,6,1,3154
1000660,5,3,2540
1001913,1,2,4762
1002166,1,3,3348
1002388,4,1,2839
1002410,11,1,3988
1000660,8,3,2270
1001913,8,0,4650
1002164,11,0,1316
1002380,8,1,2055
1002411,6,0,3298
1000661,9,3,1754
1001915,12,1,4310
1002165,6,0,4020
1002387,12,1,4033
1002411,4,3,3105
1000661,3,1,825
1001914,2,3,1753
1002167,2,1,1219
1002387,11,1,2078
1002419,1,3,4072
1000660,10,2,3986
1001913,7,2,4393
1002166,2,3,4272
1002388,4,3,3278
1002410,2,3,2052
1000660,2,0,4902
1001913,9,1,914
1002164,12,3,3591
1002380,1,3,2088
1002411,8,1,4827
1000661,9,1,3412
1001915,1,2,1256
1002165,6,1,4975
1002387,5,3,4739
1002411,3,2,3120
1000661,3,1,2205
1001914,11,2,3441
1002167,3,3,4892
1002387,5,0,4538
1002419,11,2,1636
1000660,6,2,3220
1001913,4,0,4516
1002166,12,3,3296
1002388,5,0,3830
1002410,9,1,1307
1000660,5,1,4247
1001913,5,1,4812
1002164,8,2,724
1002380,5,3,3762
1002411,9,3,632
1000661,4,2,3660
1001915,1,2,1898
1002165,1,2,4966
1002387,11,2,4712
1002411,11,3,2874
1000661,4,2,2290
1001914,6,3,3838
1002167,7,3,4159
1002387,11,0,2530
1002419,3,0,3908
1000660,11,3,4671
1001913,8,2,893
1002166,2,3,1215
1002388,5,0,3287
1002410,1,2,2511
1000660,7,1,2298
1001913,12,0,4260
1002164,2,3,1066
1002380,4,3,2185
1002411,3,3,1721
1000661,9,0,4815
1001915,10,1,3604
1002165,3,2,2484
1002387,5,3,1526
1002411,10,0,1949
1000661,10,3,1061
1001914,1,1,2535
1002167,4,2,750
1002387,5,2,2713
1002419,11,2,3489
1000660,3,0,3075
1001913,11,3,4906
1002166,10,1,1182
1002388,11,0,2486
1002410,3,2,2482
1000660,1,0,1853
1001913,1,0,2278
1002164,7,0,4929
1002380,6,2,2165
1002411,3,1,4969
1000661,2,0,4502
1001915,5,3,2274
1002165,12,1,3828
1002387,5,0,1967
1002411,4,1,3722
1000661,2,0,1448
1001914,11,3,900
1002167,10,0,1233
1002387,5,0,810
1002419,11,2,2307
1000660,9,3,3394
1001913,7,3,2859
1002166,2,0,2804
1002388,12,0,629
1002410,4,2,740
1000660,2,3,4039
1001913,2,0,914
1002164,3,3,4714
1002380,1,0,1040
1002411,7,0,4031
1000661,8,3,4297
1001915,2,2,3563
1002165,11,1,1632
1002387,5,2,3770
1002411,11,2,2253
1000661,7,3,1830
1001914,11,0,4646
1002167,6,3,4228
1002387,3,2,1043
1002419,5,3,2652
1000660,4,2,1770
1001913,1,3,2781
1002166,9,1,4519
1002388,5,3,3830
1002410,12,0,4311
1000660,9,2,1607
1001913,6,3,2558
1002164,6,0,4565
1002380,10,0,4893
1002411,6,3,4723
1000661,12,1,3919
1001915,11,0,4272
1002165,9,2,2920
1002387,9,3,2646
1002411,5,2,3980
1000661,6,0,3178
1001914,2,0,962
1002167,4,1,2766
1002387,1,2,1757
1002419,8,3,836
1000660,6,2,1019
1001913,4,0,2247
1002166,3,2,3327
1002388,2,3,4668
1002410,3,3,3177
1000660,10,3,720
1001913,10,3,2085
1002164,10,2,586
1002380,11,0,1951
1002411,6,0,2616
1000661,7,2,1864
1001915,10,1,3146
1002165,10,2,1606
1002387,5,0,3007
1002411,1,0,3008
1000661,4,1,2515
1001914,12,1,1727
1002167,1,1,2140
1002387,3,0,567
1002419,5,2,1297
1000660,6,2,2263
1001913,12,0,2264
1002166,3,0,644
1002388,3,3,1472
1002410,12,3,874
1000660,3,0,3978
1001913,10,2,3300
1002164,4,0,4712
1002380,3,1,1912
1002411,7,1,4360
1000661,12,2,1610
1001915,6,2,3253
1002165,9,3,1772
1002387,8,1,3736
1002411,5,1,2326
1000661,9,2,3350
1001914,3,1,4568
1002167,1,2,3886
1002387,8,0,1505
1002419,5,1,1336
1000660,5,3,1469
1001913,5,1,3822
1002166,12,2,4021
1002388,2,1,2084
1002410,1,2,693
1000660,7,2,1504
1001913,9,2,4163
1002164,3,3,1042
1002380,6,1,2452
1002411,11,1,4185
1000661,6,1,790
1001915,11,2,4375
1002165,7,1,2449
1002387,6,0,4828
1002411,2,0,4294
1000661,3,1,1289
1001914,4,3,4042
1002167,3,1,4993
1002387,1,3,1379
1002419,4,0,4105
1000660,10,0,4918
1001913,7,1,3602
1002166,6,3,787
1002388,10,3,917
1002410,6,3,2616
1000660,7,1,4595
1001913,12,2,3850
1002164,11,3,1307
1002380,9,1,2322
1002411,3,0,2102
1000661,6,3,3032
1001915,9,3,1781
1002165,5,1,3649
1002387,11,1,1290
1002411,9,2,2209
1000661,3,0,576
1001914,8,0,2378
1002167,11,1,3379
1002387,4,0,2249
1002419,4,0,1959
1000660,10,0,1366
1001913,8,1,701
1002166,10,3,3082
1002388,11,3,1173
1002410,7,0,4968
1000660,2,0,4062
1001913,9,0,3232
1002164,11,0,573
1002380,8,0,1182
1002411,10,1,3495
1000661,1,3,4053
1001915,12,0,4648
1002165,4,3,2616
1002387,8,2,2553
1002411,6,3,1447
1000661,7,3,4689
1001914,8,2,4936
1002167,1,3,2473
1002387,1,2,798
1002419,4,0,4017
1000660,1,1,3243
1001913,10,0,2114
1002166,7,0,4839
1002388,7,3,1400
1002410,2,2,1645
1000660,1,1,4018
1001913,12,1,2359
1002164,3,2,3493
1002380,10,3,4829
1002411,6,1,1964
1000661,12,2,2649
1001915,1,3,3897
1002165,5,3,2781
1002387,6,0,1685
1002411,2,3,3039
1000661,5,2,3776
1001914,10,0,1324
1002167,9,0,3444
1002387,12,2,3736
1002419,12,0,1609
1000660,12,1,1180
1001913,2,3,3173
1002166,11,1,1000
1002388,2,2,2484
1002410,8,0,2050
1000660,10,0,4304
1001913,7,1,965
1002164,6,2,4974
1002380,10,0,1289
1002411,2,0,4322
1000661,6,1,1217
1001915,9,2,1162
1002165,3,3,4560
1002387,1,1,1275
1002411,3,1,1208
1000661,8,1,3306
1001914,2,2,1293
1002167,3,0,968
1002387,7,1,559
1002419,9,1,2674
1000660,10,0,3037
1001913,2,0,1891
1002166,11,1,4116
1002388,12,0,2900
1002410,7,2,2793
1000660,9,3,3067
1001913,12,1,674
1002164,11,1,3192
1002380,6,3,1442
1002411,12,2,4292
1000661,10,2,2358
1001915,9,0,2263
1002165,4,2,3452
1002387,8,3,1872
1002411,8,0,2713
1000661,2,0,4027
1001914,2,0,3445
1002167,1,1,1943
1002387,7,1,4811
1002419,5,3,3188
1000660,11,2,1827
1001913,3,0,3283
1002166,6,1,1139
1002388,5,0,3204
1002410,1,3,854
1000660,9,3,2220
1001913,10,0,3724
1002164,9,1,597
1002380,11,0,4650
1002411,12,3,2686
1000661,6,0,1362
1001915,12,2,4801
1002165,9,1,1052
1002387,10,2,4816
1002411,3,1,761
1000661,9,0,2165
1001914,11,3,592
1002167,6,1,1129
1002387,5,2,4156
1002419,10,2,1351
1000660,7,0,2569
1001913,4,0,4625
1002166,2,2,2676
1002388,12,3,2005
1002410,5,2,3183
1000660,12,2,3532
1001913,1,2,2702
1002164,5,3,1877
1002380,12,0,3350
1002411,2,2,1462
1000661,7,0,3415
1001915,9,0,4181
1002165,4,0,3375
1002387,10,2,3991
1002411,8,3,504
1000661,2,1,3871
1001914,7,0,519
1002167,5,1,4312
1002387,3,2,3000
1002419,12,3,1502
1000660,3,1,553
1001913,1,3,3471
1002166,10,3,1054
1002388,5,3,1174
1002410,8,0,3719
1000660,4,1,2296
1001913,7,2,2269
1002164,10,2,3380
1002380,10,0,2705
1002411,6,1,1748
1000661,8,3,980
1001915,3,0,4028
1002165,10,2,2466
1002387,1,0,1030
1002411,1,0,602
1000661,1,1,4795
1001914,10,0,2103
1002167,1,1,4683
1002387,12,3,4586
1002419,1,3,4802
1000660,1,2,4399
1001913,9,2,2146
1002166,10,1,2812
1002388,4,0,2888
1002410,2,2,4265
1000660,11,1,2627
1001913,9,0,2971
1002164,6,0,3247
1002380,5,0,1183
1002411,3,3,4058
1000661,6,3,1436
1001915,1,1,2583
1002165,4,0,4222
1002387,1,0,1729
1002411,7,3,4782
1000661,4,2,1781
1001914,10,2,2912
1002167,9,3,1591
1002387,10,2,3849
1002419,3,0,4365
1000660,5,0,1465
1001913,2,3,4524
1002166,3,3,4314
1002388,11,1,3540
1002410,1,3,3300
1000660,8,3,2681
1001913,3,3,1841
1002164,2,0,4215
1002380,7,3,2233
1002411,7,1,4613
1000661,9,0,3417
1001915,5,2,1478
1002165,5,1,3258
1002387,9,0,3618
1002411,6,0,3268
1000661,11,1,3397
1001914,4,3,3959
1002167,3,1,2195
1002387,3,0,2914
1002419,3,1,2449
1000660,3,3,4968
1001913,11,1,4523
1002166,8,0,1057
1002388,1,2,4251
1002410,5,0,3209
1000660,8,0,911
1001913,9,2,2815
1002164,7,2,3895
1002380,11,3,1440
1002411,4,1,4509
1000661,12,1,3456
1001915,3,1,2679
1002165,12,0,3113
1002387,6,2,3948
1002411,3,1,3001
1000661,7,3,3858
1001914,2,3,4304
1002167,12,1,2887
1002387,3,2,4429
1002419,7,1,3197
1000660,2,0,2452
1001913,6,2,3534
1002166,5,1,3454
1002388,6,3,1484
1002410,10,0,4448
1000660,12,1,4175
1001913,9,1,1599
1002164,6,3,2005
1002380,6,3,2559
1002411,2,3,4981
1000661,4,0,4310
1001915,11,1,1457
1002165,6,3,4429
1002387,10,3,4560
1002411,3,2,3050
1000661,2,3,2868
1001914,12,1,1430
1002167,12,1,1880
1002387,11,0,4355
1002419,12,2,3234
1000660,5,2,774
1001913,10,2,907
1002166,11,3,4681
1002388,6,2,654
1002410,9,2,3991
1000660,4,2,4209
1001913,9,3,3864
1002164,10,1,710
1002380,4,1,3664
1002411,3,3,2094
1000661,4,0,3290
1001915,5,0,2606
1002165,3,0,3275
1002387,3,0,4237
1002411,2,2,1993
1000661,3,0,1030
1001914,12,3,1793
1002167,3,0,4126
1002387,1,2,3561
1002419,7,3,2147
1000660,7,1,4543
1001913,11,2,1457
1002166,5,0,2773
1002388,11,1,3498
1002410,1,1,3585
1000660,11,0,4844
1001913,5,3,4584
1002164,2,1,4179
1002380,1,0,1890
1002411,2,3,1530
1000661,5,3,3614
1001915,12,3,3684
1002165,5,0,961
1002387,7,1,3218
1002411,10,1,4293
1000661,4,3,2522
1001914,2,3,4262
1002167,2,3,3975
1002387,2,1,2075
1002419,7,3,3011
1000660,7,2,1772
1001913,8,0,3848
1002166,10,2,3310
1002388,6,3,4343
1002410,9,0,1269
1000660,3,1,1997
1001913,11,2,1234
1002164,12,1,4013
1002380,6,1,3807
1002411,9,3,4154
1000661,11,3,3678
1001915,6,0,3782
1002165,3,1,2121
1002387,2,3,719
1002411,2,2,570
1000661,9,2,4107
1001914,5,3,4016
1002167,1,0,540
1002387,6,2,2232
1002419,10,2,3382
1000660,1,0,2522
1001913,10,3,2151
1002166,1,3,3326
1002388,3,1,2944
1002410,10,3,1460
1000660,7,1,4283
1001913,5,1,2342
1002164,10,0,1631
1002380,12,0,790
1002411,9,2,657
1000661,11,0,2939
1001915,11,1,3012
1002165,7,1,806
1002387,8,3,2119
1002411,3,3,1356
1000661,4,2,1576
1001914,11,2,1833
1002167,2,2,978
1002387,7,0,3357
1002419,10,1,4235
1000660,5,0,608
1001913,12,0,3804
1002166,5,3,2617
1002388,7,0,2996
1002410,10,3,4605
1000660,9,3,4670
1001913,5,2,613
1002164,7,3,1215
1002380,10,0,3178
1002411,7,0,2680
1000661,1,0,1634
1001915,7,1,713
1002165,3,1,4499
1002387,5,0,2190
1002411,2,3,3362
1000661,1,1,3620
1001914,12,0,4210
1002167,7,0,4310
1002387,8,0,2489
1002419,11,3,4995
1000660,5,1,598
1001913,7,0,3903
1002166,7,3,4963
1002388,6,0,4657
1002410,4,0,1206
1000660,11,3,1457
1001913,8,0,835
1002164,1,1,2578
1002380,1,2,1854
1002411,3,2,2000
1000661,10,3,2031
1001915,5,1,2425
1002165,6,0,1176
1002387,3,0,3769
1002411,2,0,737
1000661,7,2,3179
1001914,4,3,4755
1002167,10,2,1964
1002387,2,2,3687
1002419,10,1,2427
1000660,8,1,4733
1001913,10,1,4826
1002166,9,3,1743
1002388,8,1,1623
1002410,3,1,3949
1000660,10,2,3576
1001913,3,3,3443
1002164,11,1,4168
1002380,9,1,4868
1002411,7,2,1915
1000661,5,1,583
1001915,1,1,3957
1002165,8,3,1148
1002387,10,1,3239
1002411,12,1,2740
1000661,9,3,2820
1001914,7,2,2022
1002167,11,3,2577
1002387,3,3,3911
1002419,6,0,4729
1000660,3,0,4290
1001913,1,2,1091
1002166,7,1,3609
1002388,3,1,4646
1002410,1,1,3303
1000660,4,3,1946
1001913,7,3,2191
1002164,10,3,1113
1002380,3,3,597
1002411,3,0,1919
1000661,7,2,2896
1001915,5,2,996
1002165,6,1,4598
1002387,4,1,2952
1002411,12,2,1413
1000661,8,3,4130
1001914,5,2,1539
1002167,6,1,3320
1002387,8,1,4320
1002419,10,3,4667
1000660,1,0,1534
1001913,11,0,3258
1002166,3,0,3742
1002388,7,0,2416
1002410,1,3,4246
1000660,12,0,612
1001913,5,1,1155
1002164,8,0,3972
1002380,1,1,1262
1002411,9,0,3022
1000661,5,0,3418
1001915,1,1,2128
1002165,11,2,1529
1002387,4,1,4927
1002411,8,2,1311
1000661,3,0,1501
1001914,8,3,4006
1002167,2,1,4085
1002387,5,1,2923
1002419,2,1,558
1000660,10,3,4648
1001913,9,2,3049
1002166,4,1,620
1002388,3,3,2589
1002410,2,3,2319
1000660,4,3,3761
1001913,9,0,936
1002164,1,3,738
1002380,12,1,990
1002411,10,0,3948
1000661,1,3,3883
1001915,12,1,3323
1002165,6,3,1055
1002387,1,3,4702
1002411,4,1,4606
1000661,9,2,1264
1001914,5,0,4057
1002167,12,2,3389
1002387,11,2,2541
1002419,11,0,1559
1000660,6,0,635
1001913,8,2,3379
1002166,5,3,4243
1002388,11,3,1488
1002410,2,1,4430
1000660,2,2,3419
1001913,8,1,1461
1002164,12,2,3114
1002380,5,0,1855
1002411,11,3,2248
1000661,3,2,3477
1001915,7,2,1637
1002165,6,3,4846
1002387,5,2,1671
1002411,11,3,1573
1000661,4,1,4661
1001914,1,2,4354
1002167,6,1,4570
1002387,11,1,2480
1002419,8,1,1680
1000660,1,3,2847
1001913,1,3,627
1002166,9,1,886
1002388,8,0,1155
1002410,12,1,737
1000660,9,2,1488
1001913,5,3,3018
1002164,2,2,3169
1002380,9,2,1890
1002411,8,2,4193
1000661,11,0,4591
1001915,5,1,890
1002165,6,3,1646
1002387,5,2,545
1002411,11,2,716
1000661,1,3,1494
1001914,1,0,4836
1002167,8,3,2806
1002387,3,2,4498
1002419,2,3,874
1000660,6,3,1693
1001913,3,3,4014
1002166,7,0,1801
1002388,11,3,1011
1002410,3,1,4377
1000660,10,3,2342
1001913,2,1,530
1002164,8,2,3615
1002380,10,1,1723
1002411,1,0,4401
1000661,5,3,2473
1001915,7,1,1772
1002165,3,1,535
1002387,10,2,2709
1002411,1,3,1025
1000661,11,1,2389
1001914,4,3,552
1002167,1,0,3490
1002387,3,2,2390
